"ParentDOW","DOW","Year","median.secchi.m","median.littoral.zone.area","median.littoral.zone.proportion"
"010023","01002300",2011,4.35784869415946,2239953.78830263,1
"010023","01002300",2012,3.6602641355036,2239953.78830263,1
"010023","01002300",2013,4.08057826503842,2239953.78830263,1
"010023","01002300",2014,3.95890830872549,2239953.78830263,1
"010023","01002300",2015,3.56004440122822,2239953.78830263,1
"010023","01002300",2016,3.57437726049703,2239953.78830263,1
"010023","01002300",2017,3.52727374131523,2239953.78830263,1
"010023","01002300",2018,3.35700780636383,2239953.78830263,1
"010033","01003300",1979,1.41238078025406,7926507.28174953,0.831641963579501
"010033","01003300",1980,1.31540855973719,7437155.83993303,0.780299653595159
"010033","01003300",1981,1.28795516262004,7216344.1781656,0.757132294070197
"010033","01003300",1982,1.27326031749225,7098151.40376191,0.744731615247594
"010033","01003300",1983,1.13690534392045,5768736.86025031,0.605250645625233
"010033","01003300",1984,1.03965451005288,5328181.50653061,0.55902797700087
"010033","01003300",1985,0.983827159478757,5151054.35668538,0.540443956894095
"010033","01003300",1986,1.01607728443465,5240211.12749921,0.549798204523027
"010033","01003300",1987,0.99548758799842,5181951.20899565,0.543685626649814
"010033","01003300",1988,1.11443478792761,5607198.61801084,0.58830219958286
"010033","01003300",1989,1.30087332839824,7320246.86242352,0.768033669579734
"010033","01003300",1990,1.30807196984233,7378146.58146216,0.774108455651384
"010033","01003300",1991,1.24446003703787,6866506.56362199,0.720427648461292
"010033","01003300",1992,1.45224085332349,8060803.74133644,0.845732226463607
"010033","01003300",1993,1.48980951678845,8162058.10149573,0.856355742207767
"010033","01003300",1994,1.45259601125214,8062000.33855114,0.845857772359407
"010033","01003300",1995,1.46984387145361,8113453.57530066,0.851256199348986
"010033","01003300",1996,1.49532328253548,8175480.85679315,0.857764045534238
"010033","01003300",1997,1.41916792514285,7949374.51352004,0.834041172822019
"010033","01003300",1998,1.20054652029753,6427551.02136356,0.674372830606217
"010033","01003300",1999,1.23918140329099,6824049.74545354,0.715973117559612
"010033","01003300",2000,1.21400412633138,6566864.30773736,0.688989454412187
"010033","01003300",2001,1.2424890503759,6850653.63153152,0.718764373187129
"010033","01003300",2002,1.36245040764119,7758281.99385097,0.8139919187642
"010033","01003300",2003,1.45937438442852,8084820.4609667,0.848252038931078
"010033","01003300",2004,1.69216829506754,8739903.61753003,0.916982770294505
"010033","01003300",2005,1.59539295135753,8431702.311104,0.884646568416024
"010033","01003300",2006,1.59105798591857,8418436.79987453,0.883254762994717
"010033","01003300",2007,1.53676369991138,8276363.73926962,0.868348586176429
"010033","01003300",2008,1.77891171137903,9242345.19790195,0.96969848575806
"010033","01003300",2009,1.81151042964235,9377270.70967458,0.983854748227649
"010033","01003300",2010,1.60658681662039,8465956.87378427,0.888240526102099
"010033","01003300",2011,1.71154717403078,8852151.38209997,0.928759704070784
"010033","01003300",2012,1.40898862365079,7915078.43611271,0.830442859448387
"010033","01003300",2013,1.57769788950293,8377553.31152293,0.878965304432182
"010033","01003300",2014,1.59514189188568,8430934.03917889,0.8845659620216
"010033","01003300",2015,1.53240475535168,8265752.28987834,0.867235242518938
"010033","01003300",2016,1.63707619416609,8559258.00522507,0.898029596293743
"010033","01003300",2017,1.67666214993591,8680395.75088599,0.910739258832879
"010033","01003300",2018,1.62171849460263,8512261.61300779,0.893098777395143
"010062","01006200",1979,1.10851070338937,9496356.08710083,0.384148350780899
"010062","01006200",1980,1.17369062638191,10195738.0870375,0.412439880645335
"010062","01006200",1981,1.24132775481616,10891310.7296294,0.440577313682721
"010062","01006200",1982,1.30924492583056,11206226.5013931,0.453316344659269
"010062","01006200",1983,1.34023120000271,11349902.4864092,0.459128352147671
"010062","01006200",1984,1.40173020637754,11579154.1689816,0.468402083562771
"010062","01006200",1985,1.50924710493984,11964049.6915097,0.48397194834522
"010062","01006200",1986,1.65999637227176,12717117.3242827,0.514435179346969
"010062","01006200",1987,1.65315794028447,12675614.6737993,0.512756306462466
"010062","01006200",1988,1.65258636554376,12672145.7694171,0.512615981701553
"010062","01006200",1989,1.54779771140274,12103474.3450601,0.489611980187783
"010062","01006200",1990,1.32686211624645,11287913.2241064,0.456620751057176
"010062","01006200",1991,1.15261467836597,9972224.74621947,0.403398277690975
"010062","01006200",1992,1.2043748200964,10521148.2010806,0.42560343069448
"010062","01006200",1993,1.2916668866537,11124721.3136652,0.45001928174813
"010062","01006200",1994,1.38476788207227,11518907.6444209,0.465964980021372
"010062","01006200",1995,1.43377885926167,11692984.0851163,0.473006752359057
"010062","01006200",1996,1.3933465196099,11549377.1182858,0.46719753680705
"010062","01006200",1997,1.31315454558958,11224354.4785353,0.454049660939567
"010062","01006200",1998,1.16783045499062,10133590.1597204,0.409925861208368
"010062","01006200",1999,1.18225937985576,10286610.9015908,0.416115884527379
"010062","01006200",2000,1.16584963363894,10112583.2755916,0.409076086850801
"010062","01006200",2001,1.17231745027216,10181175.364659,0.411850786709377
"010062","01006200",2002,1.2099005212753,10579749.0255808,0.42797396207301
"010062","01006200",2003,1.23626043454166,10859299.5479763,0.439282391448783
"010062","01006200",2004,1.29841682432151,11156019.1695427,0.451285348396015
"010062","01006200",2005,1.26242673472081,10989141.6822568,0.444534789451578
"010062","01006200",2006,1.25910171952061,10973724.3774389,0.443911125788911
"010062","01006200",2007,1.24031420380785,10886611.1346192,0.440387204797172
"010062","01006200",2008,1.34729131178485,11382638.5458976,0.460452597273717
"010062","01006200",2009,1.38183573754537,11508493.2982454,0.465543696965949
"010062","01006200",2010,1.27249126728497,11035808.5264811,0.446422565255317
"010062","01006200",2011,1.28101514435909,11075331.7175552,0.448021364682113
"010062","01006200",2012,1.06880667656606,9055889.75173076,0.366330525211283
"010062","01006200",2013,1.12925861425766,9724530.45919336,0.393378502633447
"010062","01006200",2014,1.14322658464126,9872662.71509591,0.399370776014994
"010062","01006200",2015,1.158447178941,10034079.2207068,0.405900426319859
"010062","01006200",2016,1.21381283683515,10621239.6726661,0.429652349393837
"010062","01006200",2017,1.19117492049003,10381161.4418966,0.419940660450981
"010062","01006200",2018,1.09319092015902,9326402.32376689,0.377273349749459
"010069","01006900",1979,0.81880453620328,602271.320952466,0.399595478571107
"010069","01006900",1980,0.86853576287537,649726.767842704,0.431081258071484
"010069","01006900",1981,0.901866734004372,681493.626488288,0.452157959952471
"010069","01006900",1982,0.963973596128556,739364.727018217,0.490554326020711
"010069","01006900",1983,0.980201779636116,754486.129179966,0.500587086544547
"010069","01006900",1984,1.00461433660708,777233.720836334,0.515679677637696
"010069","01006900",1985,1.0543688325208,853781.282560895,0.566467517763312
"010069","01006900",1986,1.14345389705616,1041165.4227027,0.690793303421149
"010069","01006900",1987,1.15068428766442,1068917.70361974,0.709206409920967
"010069","01006900",1988,1.24708559022004,1408244.47187555,0.934343217263435
"010069","01006900",1989,1.40948448067069,1474415.88020778,0.978246678478268
"010069","01006900",1990,1.41552359392581,1475137.73389238,0.97872561456325
"010069","01006900",1991,1.36588158488323,1469204.03706898,0.974788720443684
"010069","01006900",1992,1.52008963746686,1485597.15988803,0.985665243250369
"010069","01006900",1993,1.60606321663792,1492529.74357772,0.990264879661472
"010069","01006900",1994,1.6736142649979,1497572.46641252,0.993610629615644
"010069","01006900",1995,1.7622858265634,1503695.08366635,0.997672868820028
"010069","01006900",1996,1.82688285208661,1506443.14296621,0.999496153497328
"010069","01006900",1997,1.84858527529067,1506578.15111649,0.999585728817528
"010069","01006900",1998,1.72424868514496,1501109.116387,0.995957129091754
"010069","01006900",1999,1.82352003959696,1506422.22331638,0.999482273710601
"010069","01006900",2000,1.77358440847699,1504463.22138758,0.998182513476262
"010069","01006900",2001,1.76420686696286,1503825.68621507,0.99775952110803
"010069","01006900",2002,1.76766991049665,1504061.12234227,0.997915728466157
"010069","01006900",2003,1.70821940736209,1500019.36078729,0.995234097137143
"010069","01006900",2004,1.71659618815083,1500588.85892038,0.995611948233684
"010069","01006900",2005,1.55665110332967,1488667.66006772,0.987702461271671
"010069","01006900",2006,1.46156340522205,1480618.33805502,0.98236189038619
"010069","01006900",2007,1.35468213854632,1467865.37007232,0.973900540547733
"010069","01006900",2008,1.45772587546366,1480182.16196309,0.982072495908767
"010069","01006900",2009,1.46766306875997,1481194.27874428,0.982744015995273
"010069","01006900",2010,1.3473060050076,1465669.5064909,0.972443627146467
"010069","01006900",2011,1.42896298314649,1476744.14069712,0.979791434690474
"010069","01006900",2012,1.25110000567298,1410544.68133721,0.93586936215639
"010069","01006900",2013,1.34531717918712,1464529.93436054,0.971687542878536
"010069","01006900",2014,1.3350465355262,1458644.98498171,0.967782991754168
"010069","01006900",2015,1.26364680621544,1417733.83992321,0.940639231093787
"010069","01006900",2016,1.29449431170288,1435409.07180254,0.952366408689607
"010069","01006900",2017,1.27984599431502,1427015.77054913,0.946797614170477
"010069","01006900",2018,1.21894730667573,1330930.44711978,0.883046843606326
"010077","01007700",1979,1.41500449722486,1561750.41991977,0.894766092705378
"010077","01007700",1980,1.45584866718216,1578868.97819658,0.904573745264154
"010077","01007700",1981,1.49885671405653,1596894.45790545,0.914900995919909
"010077","01007700",1982,1.53456961123,1611862.40344424,0.923476508354385
"010077","01007700",1983,1.50421286094674,1599139.31960236,0.916187133643062
"010077","01007700",1984,1.4745451397936,1586705.02080203,0.909063211144824
"010077","01007700",1985,1.46818964035682,1584041.31169494,0.907537105206606
"010077","01007700",1986,1.51534527905393,1603805.12498729,0.918860290890437
"010077","01007700",1987,1.4895475906459,1592992.82955121,0.912665654912033
"010077","01007700",1988,1.57613370009883,1629282.6932498,0.933457030494354
"010077","01007700",1989,1.64871713707699,1659703.77408315,0.950886032776634
"010077","01007700",1990,1.58862779840153,1634519.20436349,0.936457159406662
"010077","01007700",1991,1.48563291731197,1591352.11647828,0.911725649129556
"010077","01007700",1992,1.57094675753974,1627108.74826404,0.932211522738535
"010077","01007700",1993,1.63911158546803,1655677.90710701,0.948579512337742
"010077","01007700",1994,1.71469910051961,1679082.26616465,0.961988458248161
"010077","01007700",1995,1.78612317543038,1687079.60350127,0.96657033393679
"010077","01007700",1996,1.78906561526985,1687409.06781731,0.966759092329287
"010077","01007700",1997,1.7287651050727,1680657.23347826,0.962890796631661
"010077","01007700",1998,1.52924148202715,1609629.28448599,0.922197098341537
"010077","01007700",1999,1.49080639951005,1593520.41997409,0.912967924733904
"010077","01007700",2000,1.394317874309,1553080.26796648,0.889798744601958
"010077","01007700",2001,1.33531919963904,1528352.81600336,0.87563176549096
"010077","01007700",2002,1.33136252855931,1526694.50088688,0.874681675055044
"010077","01007700",2003,1.33662316308717,1528899.33155995,0.875944877997884
"010077","01007700",2004,1.40550686127025,1557769.78241995,0.892485485370968
"010077","01007700",2005,1.39579035023592,1553697.41026592,0.890152320946084
"010077","01007700",2006,1.44294744953586,1573461.83572433,0.901475857355246
"010077","01007700",2007,1.47670204792649,1587609.02148583,0.909581135871676
"010077","01007700",2008,1.65378958443953,1661829.73198295,0.952104047524061
"010077","01007700",2009,1.74039772734946,1681959.73553479,0.963637032817029
"010077","01007700",2010,1.65716203374778,1663243.18878913,0.952913852475956
"010077","01007700",2011,1.7480141805977,1682812.54806349,0.964125630562471
"010077","01007700",2012,1.5269944009813,1608687.49064182,0.921657520962633
"010077","01007700",2013,1.64555133897253,1658376.92867533,0.950125849673091
"010077","01007700",2014,1.63536127434205,1654106.08132053,0.947678973814146
"010077","01007700",2015,1.59377130681771,1636674.9452847,0.937692237596076
"010077","01007700",2016,1.63157950320186,1652521.07005158,0.946770880996036
"010077","01007700",2017,1.62690024939232,1650559.90695011,0.945647281333068
"010077","01007700",2018,1.5635043667718,1623989.50259903,0.930424428449804
"010087","01008700",1979,5.27304536729904,1683846.83922163,1
"010087","01008700",1980,4.73398620286569,1683315.61367268,0.999684516705096
"010087","01008700",1981,4.63751168678176,1682728.34241517,0.999335749083345
"010087","01008700",1982,4.89689399650405,1683726.09442418,0.999928292292009
"010087","01008700",1983,4.61666950420308,1682587.54015232,0.999252129683069
"010087","01008700",1984,4.48563830286459,1676892.21540963,0.995869800239543
"010087","01008700",1985,4.27396078778658,1666568.92531766,0.989739022872199
"010087","01008700",1986,4.33275861391483,1669461.45375258,0.991456832572908
"010087","01008700",1987,3.88340144649033,1634981.55287,0.970979969666232
"010087","01008700",1988,3.94720538731608,1642520.66728802,0.975457285680022
"010087","01008700",1989,4.45631573064076,1675471.70625735,0.995026190762009
"010087","01008700",1990,4.24463873076548,1664822.64199697,0.988701943204377
"010087","01008700",1991,3.84986528751857,1630867.80305911,0.968536903162163
"010087","01008700",1992,4.34421234349812,1670021.41127616,0.991789379162382
"010087","01008700",1993,4.3239165986224,1669029.17944834,0.991200114269215
"010087","01008700",1994,4.08120271612064,1654124.25299051,0.982348402753271
"010087","01008700",1995,4.17609868077748,1660740.72011794,0.986277778616508
"010087","01008700",1996,4.52750472565489,1678801.18372707,0.997003494987173
"010087","01008700",1997,4.47484901551751,1676369.53679514,0.99555939278305
"010087","01008700",1998,3.92781393303259,1640429.45936007,0.974215362792952
"010087","01008700",1999,4.21507415046649,1663061.91513453,0.987656285831373
"010087","01008700",2000,4.0879542433569,1654605.8597063,0.982634418502784
"010087","01008700",2001,4.12474364535492,1657230.15824676,0.984192932305426
"010087","01008700",2002,4.22589605440173,1663706.41665523,0.988039041261194
"010087","01008700",2003,4.09390957305073,1655030.67126002,0.982886704841323
"010087","01008700",2004,4.29307966049627,1667521.60277802,0.990304797287169
"010087","01008700",2005,3.72060601358812,1609203.62201842,0.955671017420018
"010087","01008700",2006,3.50736590747972,1512358.54840376,0.89815683539416
"010087","01008700",2007,3.18831994485299,1382111.08830428,0.820805702817465
"010087","01008700",2008,3.6847154103189,1599142.75109881,0.949696085089319
"010087","01008700",2009,3.70545234209694,1605520.48018014,0.953483679621541
"010087","01008700",2010,3.41194301292138,1439731.77680743,0.855025375985473
"010087","01008700",2011,3.8912497581924,1635944.27465359,0.971551709186222
"010087","01008700",2012,3.38152690355451,1416288.75980167,0.841103078268303
"010087","01008700",2013,3.99991667258474,1647323.22884872,0.978309422494867
"010087","01008700",2014,3.98242718327717,1645729.74941378,0.977363089730019
"010087","01008700",2015,3.65615089948469,1590357.61772462,0.944478785528841
"010087","01008700",2016,3.69035820652472,1600878.21639556,0.950726740168112
"010087","01008700",2017,3.81774228576446,1626493.7985118,0.965939277032857
"010087","01008700",2018,3.82419677563694,1627629.0381697,0.966613471164683
"010089","01008900",1979,3.14908291432118,836768.316949669,0.483511579489519
"010089","01008900",1980,3.03754316287927,814923.586384495,0.470888993326609
"010089","01008900",1981,2.99745869180674,806800.510114088,0.466195219245707
"010089","01008900",1982,3.09620331710665,826417.342625491,0.477530454435713
"010089","01008900",1983,2.98738470548696,804756.941054216,0.465014379479287
"010089","01008900",1984,2.91751893832534,790666.990070813,0.456872753754558
"010089","01008900",1985,2.88105419757953,783650.689157697,0.452818509983664
"010089","01008900",1986,2.97675260428111,802600.155013813,0.463768119309187
"010089","01008900",1987,2.73341360843528,754783.350078179,0.436138035315505
"010089","01008900",1988,2.82735583550236,773318.410381846,0.44684818781749
"010089","01008900",1989,3.18945254105418,844748.453142684,0.488122758207771
"010089","01008900",1990,3.11919664814348,830918.197241006,0.480131192633035
"010089","01008900",1991,2.96862716647413,800951.860806024,0.462815682033864
"010089","01008900",1992,3.30300627208931,867247.674078274,0.501123529904658
"010089","01008900",1993,3.43920898081653,894573.094762706,0.51691303465492
"010089","01008900",1994,3.47643896066154,902117.149378951,0.521272231447352
"010089","01008900",1995,3.54952174988804,915641.857470203,0.529087241694363
"010089","01008900",1996,3.63156126912152,930896.980544416,0.537902141235263
"010089","01008900",1997,3.64054970624936,932630.469562152,0.53890380680507
"010089","01008900",1998,3.33014912128911,872645.211395303,0.504242400135098
"010089","01008900",1999,3.51334916947061,909067.550493027,0.525288396200103
"010089","01008900",2000,3.32801705223154,872221.235186466,0.503997413079246
"010089","01008900",2001,3.21202582831135,849212.225098234,0.490702068854447
"010089","01008900",2002,3.17257584555226,841411.158081245,0.486194362051161
"010089","01008900",2003,3.14838338350915,836631.386529324,0.483432456699518
"010089","01008900",2004,3.38644316105892,883880.952898017,0.510734772050562
"010089","01008900",2005,3.36452766643071,879481.615301944,0.508192693644033
"010089","01008900",2006,3.52839777336687,911802.609492143,0.526868801038422
"010089","01008900",2007,3.48462578298194,903715.270512686,0.522195677110788
"010089","01008900",2008,3.90142422121999,975258.83126969,0.563535841841241
"010089","01008900",2009,3.79627582565424,959224.4759053,0.554270676883043
"010089","01008900",2010,3.1975230980881,846344.37161673,0.489044931103771
"010089","01008900",2011,3.0866925557343,824555.648286763,0.476454707718239
"010089","01008900",2012,2.35191988785862,671934.910619194,0.388265548977731
"010089","01008900",2013,2.53462497060384,713240.072398563,0.412132996643312
"010089","01008900",2014,2.55422647861892,717564.7717129,0.414631946656041
"010089","01008900",2015,2.59908146138155,727304.532651222,0.420259893006
"010089","01008900",2016,2.82020002229226,771941.536784687,0.44605258607895
"010089","01008900",2017,3.06621459888829,820547.168330596,0.474138479395895
"010089","01008900",2018,3.15542669568797,838019.986323511,0.484234834210911
"010091","01009100",1979,2.77048129496377,542291.322265847,0.633263613656717
"010091","01009100",1980,2.71251271950895,532020.933846159,0.621270312238698
"010091","01009100",1981,2.71971754116461,533297.424018941,0.6227609405162
"010091","01009100",1982,2.86718523750979,559424.519758977,0.653270997349784
"010091","01009100",1983,2.8473625891552,555912.508354329,0.649169827107895
"010091","01009100",1984,2.88462010025849,562513.483237347,0.656878151096211
"010091","01009100",1985,2.95490468524962,574965.919442858,0.671419550573862
"010091","01009100",1986,3.13218761091972,606375.428690322,0.708098174244485
"010091","01009100",1987,2.89740822277802,564779.176061496,0.659523926100062
"010091","01009100",1988,2.96330756641675,576454.671801421,0.673158049162563
"010091","01009100",1989,3.25246816335532,627685.733164013,0.732983397122012
"010091","01009100",1990,3.04912629030476,591659.317095814,0.690913355633751
"010091","01009100",1991,2.74451559683817,537690.936569874,0.627891488471541
"010091","01009100",1992,2.8705457507274,560019.907445555,0.65396626452897
"010091","01009100",1993,2.83458016239857,553647.824657916,0.646525230518395
"010091","01009100",1994,2.78098580341452,544152.423407295,0.635436924542993
"010091","01009100",1995,2.82853931057477,552577.556945979,0.645275419630754
"010091","01009100",1996,2.92745202552321,570102.086299959,0.66573978321298
"010091","01009100",1997,2.97410561948261,578367.780727985,0.675392092420147
"010091","01009100",1998,2.75167750356509,538959.823433729,0.629373237944073
"010091","01009100",1999,2.95161019330822,574382.228855013,0.67073794274475
"010091","01009100",2000,2.87573412289763,560939.139926881,0.655039703212227
"010091","01009100",2001,2.872191097792,560311.416307142,0.654306675572854
"010091","01009100",2002,2.91219458474326,567398.900274237,0.662583123165604
"010091","01009100",2003,2.91947303016171,568688.434490879,0.66408898369561
"010091","01009100",2004,3.14653512825163,608917.402073329,0.711066577359652
"010091","01009100",2005,3.15753819466636,610866.833554097,0.713343036475629
"010091","01009100",2006,3.39302459070888,651998.910173033,0.761375240583338
"010091","01009100",2007,3.44289923458576,659156.755822986,0.769733853410383
"010091","01009100",2008,3.89978140800106,724726.989980342,0.846303847666068
"010091","01009100",2009,3.76302129307517,705099.625900794,0.823383887502152
"010091","01009100",2010,3.12909668952538,605827.805033101,0.707458683767951
"010091","01009100",2011,3.0300004830904,588270.766188872,0.686956357053312
"010091","01009100",2012,2.3617095458844,469868.555187287,0.548691537158129
"010091","01009100",2013,2.60787546272414,513482.177944038,0.599621580139826
"010091","01009100",2014,2.63764548334183,518756.581750012,0.605780793604832
"010091","01009100",2015,2.62414949907606,516365.475889157,0.602988566851591
"010091","01009100",2016,2.75156846265117,538940.504474608,0.629350678125462
"010091","01009100",2017,2.9078772714796,566633.994740517,0.661689900606988
"010091","01009100",2018,2.93623058022421,571657.397360052,0.667556006084037
"010093","01009300",1979,5.00446303645507,2320874.87705827,1
"010093","01009300",1980,4.50603687154958,2320874.87705827,1
"010093","01009300",1981,4.41323826098716,2320874.87705827,1
"010093","01009300",1982,4.64817528585533,2320874.87705827,1
"010093","01009300",1983,4.38306483606042,2320874.87705827,1
"010093","01009300",1984,4.28759526397122,2320874.87705827,1
"010093","01009300",1985,4.12713347062772,2320874.87705827,1
"010093","01009300",1986,4.20301112587552,2320874.87705827,1
"010093","01009300",1987,3.73531843685547,2320874.87705827,1
"010093","01009300",1988,3.72119982273013,2320874.87705827,1
"010093","01009300",1989,4.11156034091212,2320874.87705827,1
"010093","01009300",1990,3.87201778955881,2320874.87705827,1
