"","site_id","parameter","z_score","p_value","L95","U95","Sensslope"
"48","nhdhr_{38627CA7-4D8D-46E9-85B3-9BD2F4416354}","df2$mean_bot_aug",0.80196681064495,0.422572157072442,-0.0141998487461107,0.0413510999393542,0.010017272384444
"49","nhdhr_{391CE842-589C-41BA-BFDF-C3157C857D2E}","df2$mean_bot_aug",1.2788119412987,0.200963287814266,-0.011135398285302,0.0478501455639177,0.0194783249205135
"50","nhdhr_{394AFB10-39A1-488C-8638-A0EEC17BEB97}","df2$mean_bot_aug",2.03742919461149,0.0416070507188832,0.00751672800097393,0.245779570155516,0.127690867602147
"51","nhdhr_{3C3B27D0-746F-47B2-A225-BF01275283B2}","df2$mean_bot_aug",2.83939600525644,0.00451990253320466,0.0136237948850038,0.0716910786423837,0.0479430781865875
"52","nhdhr_{3D7EA66A-65E1-4B58-B79C-38CC8614F139}","df2$mean_bot_aug",0.997039818639667,0.318745182627252,-0.016413406205436,0.0469934364006929,0.0174185104040082
"53","nhdhr_{3E3B901F-B5D8-4CD8-8C9C-94C9BF874A7B}","df2$mean_bot_aug",2.991119455919,0.00277956737280175,0.0235518344868123,0.099860204726218,0.0605124603413042
"54","nhdhr_{3F3FD6EB-CA0C-4D2A-962E-88D1E2785F8C}","df2$mean_bot_aug",-0.173398229328638,0.862338416815853,-0.0711382205543359,0.0616264811285712,-0.0048958475562514
"55","nhdhr_{40D5B403-B7A5-4F23-9498-016F1B51AD1C}","df2$mean_bot_aug",1.01871459730575,0.308338480491915,-0.0268323733317456,0.0818878751556861,0.0279585613759461
"56","nhdhr_{4336496C-8F08-4B89-A221-39BB041D792F}","df2$mean_bot_aug",1.3871858346291,0.165385103742174,-0.0120109674408265,0.0657016591435443,0.0288983149933051
"57","nhdhr_{466ac1e5-7bd6-4907-a06c-e53fd1d3d270}","df2$mean_bot_aug",2.05910397327757,0.0394842793044671,0.00235109474096897,0.0761226120333334,0.0388245595447863
"58","nhdhr_{4819A36C-3B6E-4686-8BF5-39C60D5CB9CA}","df2$mean_bot_aug",0.325121679991196,0.745088981270939,-0.0763462569616063,0.118564207483601,0.0227674710222126
"59","nhdhr_{482FE7E1-E95A-4A07-8FB8-47FAA4D19623}","df2$mean_bot_aug",0.173398229328638,0.862338416815853,-0.0236585812708204,0.030702617617283,0.00201485003259543
"60","nhdhr_{484C35CD-69EB-4031-B15A-E9A5F10F3C44}","df2$mean_bot_aug",0.78029203197887,0.435219001789256,-0.0216045150624424,0.0440970219367282,0.00866124496107605
"61","nhdhr_{493B93E8-973D-46CF-800C-5B8868FC90B5}","df2$mean_bot_aug",0.563544245318073,0.573064340385718,-0.0232386194896607,0.0396962877910905,0.00931048303719694
"62","nhdhr_{4B1A725A-F5BA-46BF-90F2-65D1C8341A66}","df2$mean_bot_aug",0.888665925309268,0.374182649106997,-0.0388056447595252,0.095397685732252,0.0348222369868143
"63","nhdhr_{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2}","df2$mean_bot_aug",0.80196681064495,0.422572157072442,-0.0174761246911439,0.0416790830815927,0.0113847083778557
"64","nhdhr_{4F4AED7B-1AB2-4376-A801-33B491FB4AA8}","df2$mean_bot_aug",1.69063273595422,0.0909069683610604,-0.00461157882432619,0.0521038145821815,0.0251330261240638
"65","nhdhr_{4F6A1C28-CFA9-45C9-B597-E2E6526275B8}","df2$mean_bot_aug",0.390146015989435,0.696428577695435,-0.0289812446848115,0.035881025673957,0.00573407268347635
"66","nhdhr_{5064D81E-32BA-4D89-A222-B3784D5DDD5F}","df2$mean_bot_aug",-0.0216747786660797,0.982707382754605,-0.0325730186355183,0.0308911312211354,-0.00119603334464721
"67","nhdhr_{525F0C3B-81E7-4B72-8A8C-5190C42FE618}","df2$mean_bot_aug",1.53890928529166,0.123826444029121,-0.0113796315076099,0.0865552047751496,0.0364788347742326
"68","nhdhr_{52C7BC0C-3F42-476D-A8C4-DCA278B0F657}","df2$mean_bot_aug",1.90738052261502,0.0564713297319878,-0.00556847236544084,0.172665857448846,0.0870578908340727
"69","nhdhr_{5327C67E-28CE-4457-8446-23405DD06E7E}","df2$mean_bot_aug",1.73398229328638,0.0829212249493951,-0.00604998970086835,0.0738951084177873,0.0352071164117584
"70","nhdhr_{534E9BB3-278B-4CF0-A03F-A7C44EBD8069}","df2$mean_bot_aug",-0.455170351987674,0.648986688212116,-0.0707212425489404,0.0450409426859391,-0.0129375711730191
"71","nhdhr_{54E12CCD-3789-4C2F-B36B-173D3BD012EE}","df2$mean_bot_aug",0.498519909319834,0.618117640013501,-0.0317246050890527,0.0428967744721045,0.00720709195924466
"72","nhdhr_{5666414C-6354-4B57-B6BE-6AEAEE65C03E}","df2$mean_bot_aug",0.628568581316312,0.529631534826778,-0.0418192446774145,0.0843089114835716,0.0130688664409777
"73","nhdhr_{58F1100D-3D5B-499B-BB16-D5EFB1F00A61}","df2$mean_bot_aug",1.75565707195246,0.079146980890778,-0.00527186977676299,0.0654059141329189,0.0307840758681361
"74","nhdhr_{5af9a17a-e084-48d1-ae08-28b6ff6bfc5a}","df2$mean_bot_aug",0.108373893330399,0.913699109250318,-0.0311445561737244,0.0319240874494874,0.000921977075945139
"75","nhdhr_{5C350795-D34E-4B1F-93B9-A573C318E6C5}","df2$mean_bot_aug",1.95073007994717,0.0510891631635999,-0.000485420307306583,0.0724712428395868,0.0375706193839835
"76","nhdhr_{5D419BE5-B8C7-491B-9ACC-881CA2724700}","df2$mean_bot_aug",1.08373893330399,0.278480567982138,-0.0167845511243709,0.0395201686417325,0.0146913842233214
"77","nhdhr_{5f28e125-17d4-417d-a2dc-fd832b6dda42}","df2$mean_bot_aug",0.693592917314551,0.487937536718956,-0.0205164553482381,0.0448863584288045,0.0134722773221007
"78","nhdhr_{5FA8DD67-DEC0-4B17-B87B-A0AF254460D8}","df2$mean_bot_aug",0.650243359982392,0.515535036950134,-0.021856237201804,0.0429006268514957,0.0109728220300075
"79","nhdhr_{605E6564-B61C-40B6-AA73-84AD7C054153}","df2$mean_bot_aug",0.498519909319834,0.618117640013501,-0.0223874236608118,0.0404456204904929,0.0092839367674459
"80","nhdhr_{60985d2f-6d3f-4e57-8d68-732aeb35ed53}","df2$mean_bot_aug",1.99407963727933,0.046143352163766,0.000563502367674884,0.0792483602421671,0.0423033736434441
"81","nhdhr_{6099873A-96DC-4E84-AE47-105AD310663F}","df2$mean_bot_aug",0.195073007994717,0.845335793129727,-0.0327279104925805,0.0453618349113854,0.00467605063763027
"82","nhdhr_{61868B30-FEF4-40E3-B121-F0430D80D776}","df2$mean_bot_aug",0.0650243359982392,0.9481546239301,-0.0706872143520748,0.0758448726732676,0.00241307275235716
"83","nhdhr_{62B48949-8CCC-4BA3-989E-AA1FE86C363D}","df2$mean_bot_aug",0.606893802650232,0.543921391192374,-0.02469854472149,0.0421666026562081,0.0121476236555149
"84","nhdhr_{640CE24E-8436-4057-9A92-962EDB8CE228}","df2$mean_bot_aug",0.75861725331279,0.448081548716583,-0.0150654289233883,0.0455616870836361,0.0131562080563254
"85","nhdhr_{6430B8B3-C1FF-4A0B-B38E-FB26F9426BA2}","df2$mean_bot_aug",0.650243359982392,0.515535036950134,-0.020434701959578,0.0394006241462593,0.012719683940144
"86","nhdhr_{65974C9C-979C-4650-A573-6D2F5B407C85}","df2$mean_bot_aug",1.01871459730575,0.308338480491915,-0.0145179557120908,0.0457576046037756,0.013751605517005
"87","nhdhr_{6A19CBA5-B6A8-4980-9ABF-475531ADB4B0}","df2$mean_bot_aug",0.888665925309268,0.374182649106997,-0.0170633774645164,0.0448903024024019,0.0158927890616241
"88","nhdhr_{6A9DADF0-BAA0-4FF8-948E-5C142BA62266}","df2$mean_bot_aug",1.77733185061854,0.0755136561902993,-2.7195529698051e-06,0.052279872671012,0.0285611065157322
"89","nhdhr_{6C2A229E-BDF8-4411-AFB6-97A2D1AEDE43}","df2$mean_bot_aug",0.476845130653754,0.633472406085693,-0.0211387251673808,0.0387811617180334,0.00816330801603655
"90","nhdhr_{6E1B7283-E3E4-4808-B8A2-34926D5E9358}","df2$mean_bot_aug",0.238422565326877,0.811553367385039,-0.0267511191113426,0.0363120237582873,0.00549721016035304
"91","nhdhr_{6E373F1B-D770-450D-A32A-04B58F734DEA}","df2$mean_bot_aug",-0.173398229328638,0.862338416815853,-0.035710367783,0.0289057735519438,-0.00182346188708937
"92","nhdhr_{713C9D50-37A8-4B3E-852D-8C5783C02B2C}","df2$mean_bot_aug",0.390146015989435,0.696428577695435,-0.0239097992509262,0.0370399893606545,0.00680547174854469
"93","nhdhr_{729B2DA1-7D37-415A-A5FA-3E234EDACF48}","df2$mean_bot_aug",0.932015482641428,0.35132852409266,-0.0401489965853177,0.0863030771112515,0.0285072986677519
"94","nhdhr_{741422E3-D790-4D6A-BF7D-CE4C6BFC7684}","df2$mean_bot_aug",-0.455170351987674,0.648986688212116,-0.00023898690960511,0.00372701703800641,-1.80836139795915e-06
"95","nhdhr_{7938DB39-54C9-4842-9D44-3255A8437585}","df2$mean_bot_aug",-0.0866991146643189,0.930910680164664,-0.0588529507205299,0.0480423515946162,-0.0041515390554645
"96","nhdhr_{7A11621A-A995-464E-A48F-6CDD52F29591}","df2$mean_bot_aug",2.36255087460269,0.0181496501286414,0.00778025011721608,0.0786306622844623,0.0391550735795361
"97","nhdhr_{7AA591F6-6C22-4D85-9C94-54AC457B26D5}","df2$mean_bot_aug",1.53890928529166,0.123826444029121,-0.00645890248410907,0.0696007392089476,0.0322316580880981
"98","nhdhr_{7BCB20A9-3A11-4171-8678-29A20BD15587}","df2$mean_bot_aug",0.303446901325116,0.761549307418269,-0.0251200499982595,0.0428792729273873,0.00480694547333727
"99","nhdhr_{7CE3C33B-ACE5-4C1A-96BC-31EF1E50CD70}","df2$mean_bot_aug",0.346796458657275,0.728744237806251,-0.0179435662130422,0.026229277124431,0.00530112155668105
"100","nhdhr_{818000B9-77BF-4211-A6D6-8F0E5F8684AF}","df2$mean_bot_aug",0.888665925309268,0.374182649106997,-0.0175815057664606,0.0449653861476354,0.0148532242692616
"101","nhdhr_{820B0DD5-51F5-4C99-AB26-F63B5612E309}","df2$mean_bot_aug",0.606893802650232,0.543921391192374,-0.0227440902869791,0.0389409641771716,0.00961139167970373
"102","nhdhr_{841284C2-FE38-48DE-971D-2C886C0A7F72}","df2$mean_bot_aug",0.498519909319834,0.618117640013501,-0.0225079718681881,0.0379596537447918,0.00786863700773763
"103","nhdhr_{843D304E-5A21-4C2C-BA06-0B2BAC35AB5E}","df2$mean_bot_aug",0.0216747786660797,0.982707382754605,-0.02886019494856,0.0306237747411058,0.000942730085662828
"104","nhdhr_{8446DDA2-BF73-48CD-9C6E-812880A7DFC9}","df2$mean_bot_aug",-1.2788119412987,0.200963287814266,-0.0991536429510685,0.0243232440798836,-0.0402255572845269
"105","nhdhr_{88374465-DA2B-47F8-BFC6-002E7DF1353E}","df2$mean_bot_aug",0.390146015989435,0.696428577695435,-0.0721697456869846,0.12552383802145,0.0144432190491831
"106","nhdhr_{8858ABAA-A655-4263-B818-CB52811FCA17}","df2$mean_bot_aug",0.845316367977109,0.39793422470267,-0.0207402023017738,0.0538739047004412,0.0145714246215781
"107","nhdhr_{891BE9E5-DA0A-45AB-BB45-5F0FC63A39C7}","df2$mean_bot_aug",-1.40886061329518,0.158876387923079,-0.0936787629841853,0.019101581332945,-0.0386845096665305
"108","nhdhr_{89FF21F5-120F-47A3-B8B0-822067306CBA}","df2$mean_bot_aug",0.195073007994717,0.845335793129727,-0.0294544687147678,0.0387941806181805,0.00557521719533541
"109","nhdhr_{8E1AD68A-0B31-468C-8440-0D759D4F4082}","df2$mean_bot_aug",0.628568581316312,0.529631534826778,-0.0212316744009092,0.0427891073029995,0.0107959523795736
"110","nhdhr_{8EF706C0-75C5-42C2-9D33-6B70DAE3EF45}","df2$mean_bot_aug",0.238422565326877,0.811553367385039,-0.0246557131022897,0.0335652175681312,0.00539006548141325
"111","nhdhr_{92944AC1-EA33-4DF3-B9B7-5A9B249EFC97}","df2$mean_bot_aug",1.12708849063615,0.259705069002989,-0.0140297146352506,0.0474924755616724,0.0194154844549077
"112","nhdhr_{92C02A27-811C-45C0-95C7-561E58806048}","df2$mean_bot_aug",0.541869466651993,0.587908432210903,-0.0207791817050085,0.0410598411133753,0.00704579767634746
"113","nhdhr_{936F381D-699D-48F9-9FCB-7DE5ABA5271B}","df2$mean_bot_aug",0.75861725331279,0.448081548716583,-0.015351744516029,0.0277991057355911,0.00617626757678683
"114","nhdhr_{93C025BF-BD31-4934-91DB-FA65418C4F56}","df2$mean_bot_aug",0.75861725331279,0.448081548716583,-0.042923485511481,0.0930524594685036,0.0282989876829635
"115","nhdhr_{94177604-29A8-4D62-99B6-9AA3355E42D0}","df2$mean_bot_aug",1.34383627729694,0.179001335672144,-0.0113551855219474,0.0545095369632899,0.0218973148124298
"116","nhdhr_{98EA08BA-6952-40E2-AE5C-2AB838DE9B52}","df2$mean_bot_aug",1.12708849063615,0.259705069002989,-0.014229890175702,0.0475517747441139,0.0189892497018014
"117","nhdhr_{9BC7B5A5-2485-4251-8BFC-1242F074E44F}","df2$mean_bot_aug",0.80196681064495,0.422572157072442,-0.0332085427799102,0.0718417951054658,0.0209975091976726
"118","nhdhr_{9C5815FC-C490-4E6D-85E3-E2A404EB4DD1}","df2$mean_bot_aug",2.75269689059212,0.00591065927764996,0.0165490370872096,0.0712835417430042,0.0488704348552472
"119","nhdhr_{9DAEF94A-0B2A-4584-A68C-5F6A570AFB45}","df2$mean_bot_aug",2.03742919461149,0.0416070507188832,0.00326591279463064,0.103219222991718,0.0563947810376035
"120","nhdhr_{9f75ae7a-9d77-43f0-a1ec-a70745e6bab0}","df2$mean_bot_aug",1.43053539196126,0.15256341552304,-0.00881723978647608,0.057410319906586,0.0259549949867768
"121","nhdhr_{9F9411FA-A17F-41BA-B14B-FB596AB4EDF8}","df2$mean_bot_aug",2.42757521060093,0.0152001348651698,0.0149240032505997,0.141787831661265,0.0812515030384427
"122","nhdhr_{A66ED69C-6E3A-4EC6-910E-AA0FD29FFEB9}","df2$mean_bot_aug",-0.0650243359982392,0.9481546239301,-0.0312097276397523,0.0272115955821454,-0.00204059135070267
"123","nhdhr_{AAE001F5-D1F6-437C-8704-7E688A984B8D}","df2$mean_bot_aug",0.73694247464671,0.461157332676863,-0.0217271563061778,0.0454135430082217,0.0137853916654807
"124","nhdhr_{AB96C089-2098-458F-9ED6-E2D03F7202D0}","df2$mean_bot_aug",1.6039336212899,0.108728684885018,-0.00742601938019956,0.0575464465635293,0.0249649754960638
"125","nhdhr_{ABE86486-A9BC-436B-9E1D-9FEE71802E51}","df2$mean_bot_aug",1.45221017062734,0.146443175572784,-0.00749619022320451,0.0686137296282236,0.0282652592733379
"126","nhdhr_{AC03C0F2-2D44-4F50-8CF3-197E0EB7BF42}","df2$mean_bot_aug",1.23546238396654,0.216658467711529,-0.025945921120725,0.0843765543324081,0.0244077154353724
"127","nhdhr_{AD0762C6-6E54-412C-A1D8-73EFCBF78069}","df2$mean_bot_aug",0.823641589311029,0.410143237485557,-0.0163263146698407,0.0444336853574453,0.0116349399325069
"128","nhdhr_{AD0FF5A8-D8BF-48BF-985A-3124A3FA39A1}","df2$mean_bot_aug",0.563544245318073,0.573064340385718,-0.0214969732740234,0.0394515849082087,0.0101850534864442
"129","nhdhr_{AFA6A1DD-BE24-4625-909B-F3FFBBEF1CCD}","df2$mean_bot_aug",0.281772122659036,0.778118248050651,-0.0282899642898109,0.0377105763545253,0.00682502371380319
"130","nhdhr_{B1F23A35-99B2-4C78-BC77-744EA6D56AE6}","df2$mean_bot_aug",1.51723450662558,0.12920748707657,-0.00605953738847809,0.0515100261651595,0.0255212051121605
"131","nhdhr_{B312DDC5-F428-4AC6-BDEF-35CA2A54494D}","df2$mean_bot_aug",2.10245353060973,0.0355135662127847,0.0028008196738676,0.0637966758154893,0.032627401664962
"132","nhdhr_{b321179b-4874-4193-bdfc-f850ec12a35f}","df2$mean_bot_aug",1.92905530128109,0.0537239972632164,-0.00252234952601285,0.10740425571355,0.0609498361834549
"133","nhdhr_{B4D113D0-A6FC-4530-BB18-24E9DCC33B7C}","df2$mean_bot_aug",2.49259954659917,0.0126811777799131,0.00565188678624786,0.053203251607443,0.029940554119506
"134","nhdhr_{B5AAC6E6-9ED3-413C-B1D8-9094367B2EEC}","df2$mean_bot_aug",0.932015482641428,0.35132852409266,-0.0177687772380043,0.0461768085968733,0.0138209756436403
"135","nhdhr_{B663A73F-BDA4-4D25-9663-AE5D52F83EFF}","df2$mean_bot_aug",-2.38422565326877,0.0171151040921179,-0.0355283971895078,-0.00344725232289644,-0.0200210989199028
"136","nhdhr_{B6948BB0-CB6E-4696-AA12-D5533495FBB3}","df2$mean_bot_aug",0.346796458657275,0.728744237806251,-0.0246288160806477,0.0417657137910608,0.00574732416726596
"137","nhdhr_{B7368FB9-71DA-4D12-9608-480A7FCC8CF3}","df2$mean_bot_aug",2.62264821859565,0.00872493077532258,0.00788762516309196,0.074746502785554,0.0435295191293221
"138","nhdhr_{B7CF9476-6BCA-4FC6-B5EF-DFEDEAB89063}","df2$mean_bot_aug",-1.62560839995598,0.104032987144226,-0.142490428091607,0.0153326614559967,-0.0750300507786648
"139","nhdhr_{B7F0A5A6-E9E7-4662-92B2-BF213468D133}","df2$mean_bot_aug",1.69063273595422,0.0909069683610604,-0.00745409293170347,0.106140217229575,0.0481729224462675
"140","nhdhr_{BC601A40-99F5-45DE-AF84-5FBB2AABE906}","df2$mean_bot_aug",3.05614379191724,0.00224203705654556,0.0199161529313022,0.0835032548591374,0.051022026725483
"141","nhdhr_{BDD21822-47F6-436E-A2C4-9F4116A8B45C}","df2$mean_bot_aug",0.476845130653754,0.633472406085693,-0.0205094120531069,0.036675280633463,0.0054211102911929
"142","nhdhr_{bf8c1694-e2ed-4719-8b46-864da7ee6238}","df2$mean_bot_aug",2.05910397327757,0.0394842793044671,0.00620733832107945,0.201963015700469,0.110708166064486
"143","nhdhr_{bf931c9f-63a2-425e-82af-0b8d75fd9b25}","df2$mean_bot_aug",2.38422565326877,0.0171151040921179,0.00893593065255133,0.0811646326594839,0.0465204142609577
"144","nhdhr_{C022631F-1BEE-47F7-8342-F1C4591E5577}","df2$mean_bot_aug",-0.563544245318073,0.573064340385718,-0.0443774191654054,0.0294956957292512,-0.00846385173950477
"145","nhdhr_{C0EF366E-378D-408F-A925-9EFF4BD4F034}","df2$mean_bot_aug",1.14876326930223,0.250653608953841,-0.00834643697153418,0.0523158861474634,0.0187396850515792
"146","nhdhr_{C1AE8E9F-A731-4CF1-80BB-8887E245A2D6}","df2$mean_bot_aug",1.32216149863086,0.186114378719154,-0.0105253718284774,0.0386426922286169,0.0168544186199687
